變數組合,Skewness_係數,Skewness_p值,Skewness_顯著性,變數數量,R平方,MSE
Skewness + Median + Fear and Greed Index + VIX,-0.1628275553177007,0.13958601729040643,,4,0.062323036229851136,0.9297973254191394
Skewness + Median + Fear and Greed Index + T-1 Return + T-4 Return,-0.161600965867172,0.13963533375680492,,5,0.07940718517764322,0.9128567407482194
Skewness + Mean + Fear and Greed Index + T-2 Return,-0.16081677404413686,0.14043255980648198,,4,0.061973185147380594,0.9301442365765471
Skewness + Median + Fear and Greed Index + VIX + T-2 Return,-0.16306707937507975,0.1406970851524954,,5,0.06272898164604868,0.9293947913089602
Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.1610478010219798,0.14226494742657436,,6,0.08179682149613865,0.9104871854071902
Skewness + Mean + Fear and Greed Index + VIX + T-4 Return,-0.1608576039242481,0.14228798655269237,,5,0.07315120014323484,0.9190601544798176
Skewness + Mean + Fear and Greed Index + VIX + T-2 Return + T-4 Return,-0.16120953920796313,0.1430423989111916,,6,0.07401173209088996,0.918206853893067
Skewness + Median + Fear and Greed Index + T-1 Return + T-3 Return,-0.16103995661486978,0.14383927278292613,,5,0.06763375734965116,0.9245312322079088
Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.16088165395904325,0.1456341459760277,,6,0.06946836138459789,0.922712045013592
Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.1620117926245176,0.1457324391988988,,8,0.08549885234526444,0.9068162640609985
Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return + T-4 Return,-0.16156020606099816,0.1457600154984684,,7,0.08204085262745386,0.9102452049576506
Skewness + Median + Fear and Greed Index + T-1 Return,-0.15937306193621653,0.14603596226079368,,4,0.06663359902122268,0.9255229858445019
Skewness + Mean + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.1583376191934492,0.14778321744930517,,6,0.08158481692614805,0.9106974084261723
Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return,-0.15888747135953235,0.14879323790962323,,5,0.06794590760304209,0.9242217050658912
Skewness + Mean + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.15809665980424567,0.14944535819248442,,7,0.08514770822221152,0.9071644573931013
Skewness + Mean + Fear and Greed Index + VIX + T-3 Return,-0.15887426215511588,0.14998588152716083,,5,0.06265446575704603,0.9294686810140216
Skewness + Mean + Fear and Greed Index + VIX + T-2 Return + T-3 Return,-0.15935477376963766,0.15052091594104916,,6,0.06322088496197775,0.9289070216343412
Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.15861330703586551,0.15124767222215865,,6,0.07989892498384688,0.9123691332092948
Skewness + Mean + Fear and Greed Index + VIX,-0.15737989200162658,0.15145420790199637,,4,0.06217540274988853,0.929943718281623
Skewness + Mean + Fear and Greed Index + T-1 Return + T-4 Return,-0.15581417571889114,0.15254071421056684,,5,0.07935727438984674,0.9129062321176308
Skewness + Mean + Fear and Greed Index + VIX + T-2 Return,-0.15756045784803682,0.15272651757656922,,5,0.06257536959606225,0.9295471125013838
Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-4 Return,-0.15834337707860976,0.15328149377692676,,7,0.08220189675293377,0.9100855141441496
Skewness + Mean + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.15509022819807197,0.1557820640742316,,6,0.08174375744798423,0.9105398035389736
Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.15768322158358802,0.15662825909979478,,6,0.0682353995739291,0.9239346458006419
Skewness + Mean + Fear and Greed Index + T-1 Return + T-3 Return,-0.15528031271890044,0.15686453071778853,,5,0.0675303910102476,0.9246337299226116
Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.15780665096007948,0.15779311885426572,,7,0.06997338160781252,0.9222112686577993
Skewness + Mean + Fear and Greed Index + T-1 Return,-0.15370015157279623,0.1590927100981617,,4,0.06654831828018104,0.925607549940661
Skewness + Mean + Fear and Greed Index + VIX + T-1 Return + T-3 Return + T-4 Return,-0.15567690281920074,0.15910724529319645,,7,0.08196010070954296,0.9103252782880162
Skewness + Mean + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.15495713470576417,0.1591842326321899,,6,0.06935448669910871,0.9228249627689511
Skewness + Median + Fear and Greed Index + VIX + T-1 Return,-0.15587358314008665,0.15923180363912526,,5,0.06731606995304174,0.9248462499625301
Skewness + Mean + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.15588503057260536,0.15967522747291463,,8,0.0854070503936668,0.9069072945676246
Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return,-0.1555810247004656,0.16161074864036332,,6,0.06855895048051208,0.9236138138092401
Skewness + Mean + Fear and Greed Index + T-1 Return + T-2 Return,-0.15309345290289816,0.16233480082664695,,5,0.06785629359840739,0.9243105660116633
Skewness + Mean + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.15286109380744572,0.16475392867622557,,6,0.07984232630359589,0.9124252562703837
Skewness + Mean + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-4 Return,-0.15242242371303158,0.16735476692489523,,7,0.08214263709022218,0.9101442758265024
Skewness + Mean + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.1519584564453303,0.17031048684885086,,6,0.06812590510485961,0.9240432201481225
Skewness + Mean + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.15191936931765027,0.17195397626768244,,7,0.06985401731988938,0.9223296298844795
Skewness + Mean + Fear and Greed Index + VIX + T-1 Return,-0.1502351878781916,0.17296934868821356,,5,0.06722351850886721,0.9249380236634763
Skewness + Mean + Fear and Greed Index + VIX + T-1 Return + T-2 Return,-0.14982392955388804,0.1758001320080347,,6,0.06846241207212256,0.9237095409705004
Skewness + Std + Median + Fear and Greed Index + VIX,-0.17737941023166803,0.20585195591912459,,5,0.06256195134219744,0.9295604179968127
Skewness + Std + Median + Fear and Greed Index + VIX + T-3 Return,-0.1760943752226919,0.21145976233305047,,6,0.0629710420308578,0.9291547650450318
Skewness + Std + Median + Fear and Greed Index + VIX + T-2 Return,-0.17599193710542527,0.21187182903993954,,6,0.06291634027621629,0.9292090071210628
Skewness + Mean + Std + Fear and Greed Index + VIX,-0.17124365147127335,0.2154389989155016,,5,0.06240595224726653,0.9297151061749794
Skewness + Std + Median + Fear and Greed Index,-0.16947037909002896,0.2177097169697729,,4,0.061686586797528586,0.9304284265369045
Skewness + Std + Median + Fear and Greed Index + VIX + T-2 Return + T-3 Return,-0.17413669490424183,0.21921467782676424,,7,0.06348723712032744,0.928642907729423
Skewness + Mean + Std + Fear and Greed Index + VIX + T-3 Return,-0.1699868083900466,0.22116548082932433,,6,0.06280271201577059,0.9293216805221771
Skewness + Mean + Std + Fear and Greed Index + VIX + T-2 Return,-0.16985034180888814,0.22170393389404983,,6,0.0627553624175291,0.9293686322246352
Skewness + Std + Median + Fear and Greed Index + T-3 Return,-0.16866296465251157,0.22192738462134803,,5,0.06222766803672941,0.9298918921988732
Skewness + Std + Median + Fear and Greed Index + T-2 Return,-0.1683411024332094,0.22300218876346317,,5,0.06212514529807456,0.9299935534019094
Skewness + Mean + Std + Fear and Greed Index,-0.16373637240008565,0.2274903209411454,,4,0.06154450736308403,0.9305693120265217
Skewness + Std + Median + Fear and Greed Index + T-2 Return + T-3 Return,-0.16714081228597003,0.22839025540916194,,6,0.06286019154794675,0.9292646840112796
Skewness + Mean + Std + Fear and Greed Index + VIX + T-2 Return + T-3 Return,-0.16802778095478085,0.22923213721129768,,7,0.06331041801682036,0.9288182409581109
Skewness + Mean + Std + Fear and Greed Index + T-3 Return,-0.16292549950357818,0.23185017345321676,,5,0.06207113439582779,0.930047110431028
Skewness + Mean + Std + Fear and Greed Index + T-2 Return,-0.16258130872949067,0.233047261157785,,5,0.061977132067254526,0.9301403228240668
Skewness + Std + Median + Fear and Greed Index + VIX + T-4 Return,-0.16639823266207782,0.23566347784207717,,6,0.07327612617478363,0.9189362782468533
Skewness + Mean + Std + Fear and Greed Index + T-2 Return + T-3 Return,-0.16137198871825345,0.2386506017543082,,6,0.0626937753886474,0.9294297017154589
Skewness + Std + Median + Fear and Greed Index + T-4 Return,-0.16095578366144517,0.24150078085153662,,5,0.07288762044649466,0.919321519221123
Skewness + Std + Median + Fear and Greed Index + VIX + T-2 Return + T-4 Return,-0.16387727033948457,0.24541240503757739,,7,0.07415427800542507,0.91806550584336
Skewness + Mean + Std + Fear and Greed Index + VIX + T-4 Return,-0.16065574650798747,0.24545525319662054,,6,0.07315124847779231,0.9190601065514329
Skewness + Std + Median + Fear and Greed Index + VIX + T-3 Return + T-4 Return,-0.16349588033489976,0.24631961499089183,,7,0.07458169296713446,0.9176416826040178
Skewness + Std + Median + Fear and Greed Index + T-3 Return + T-4 Return,-0.15918559906385418,0.24864516364961045,,6,0.07435105381542162,0.9178703836115986
Skewness + Std + Median + Fear and Greed Index + T-2 Return + T-4 Return,-0.15902747704146153,0.24941173818964593,,6,0.07385898196266627,0.918358320406768
Skewness + Mean + Std + Fear and Greed Index + T-4 Return,-0.15550608956367523,0.25147299899877523,,5,0.07277144800223201,0.9194367154263583
Skewness + Mean + Std + Fear and Greed Index + VIX + T-2 Return + T-4 Return,-0.15813118800044804,0.2555782407801176,,7,0.07402287830699683,0.9181958013426418
Skewness + Mean + Std + Fear and Greed Index + VIX + T-3 Return + T-4 Return,-0.15781163129280273,0.2563232445080566,,7,0.07443738827144264,0.917784774655208
Skewness + Mean + Std + Fear and Greed Index + T-3 Return + T-4 Return,-0.15373950109541976,0.2588551236843587,,6,0.07421314655353928,0.9180071319889277
Skewness + Std + Median + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,-0.15641554705622207,0.25921505531916583,,7,0.07585344378754744,0.9163806187652891
Skewness + Mean + Std + Fear and Greed Index + T-2 Return + T-4 Return,-0.1535433812141734,0.259777461549903,,6,0.07373509360199548,0.9184811676887774
Skewness + Std + Median + Fear and Greed Index + VIX + T-2 Return + T-3 Return + T-4 Return,-0.15966503150148795,0.2603568521904005,,8,0.07597626998444962,0.916258824721302
Skewness + Mean + Std + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,-0.15092720061040815,0.26996174265545136,,7,0.07570173592030505,0.9165310517765042
Skewness + Mean + Std + Fear and Greed Index + VIX + T-2 Return + T-3 Return + T-4 Return,-0.15398768370990643,0.2708757387899256,,8,0.07581998388036948,0.9164137974967763
Skewness + Std + Median + Fear and Greed Index + VIX + T-1 Return,-0.1551840812495735,0.2792541413714272,,6,0.06731655494355904,0.9248457690475633
Skewness + Std + Median + Fear and Greed Index + T-1 Return,-0.14828751904095389,0.29037485902298626,,5,0.066768431389855,0.9253892865209842
Skewness + Mean + Std + Fear and Greed Index + VIX + T-1 Return,-0.14935653331777637,0.2907186369733782,,6,0.06722435496208168,0.9249371942392803
Skewness + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.15169072834112912,0.29334186089021147,,7,0.06827169183638282,0.9238986585151835
Skewness + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return,-0.14974653503170857,0.30047282091886635,,7,0.06859287813709714,0.9235801712590129
Skewness + Std + Median + Fear and Greed Index + T-1 Return + T-3 Return,-0.14571590645821073,0.30124863714624667,,6,0.06789052798043371,0.9242766193135196
Skewness + Mean + Std + Fear and Greed Index + T-1 Return,-0.14280836061108146,0.30205720383365314,,5,0.06668608416361899,0.9254709417537225
Skewness + Mean + Median + Fear and Greed Index + T-2 Return + T-3 Return,-0.2486618025538564,0.30499567809477807,,6,0.064032944313549,0.9281017863109345
Skewness + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.14593375083967397,0.3050542886909628,,7,0.06816484416079915,0.9240046083111402
Skewness + Mean + Median + Fear and Greed Index + VIX + T-2 Return + T-3 Return,-0.2483254068591289,0.3076723301862326,,7,0.06465518269922799,0.9274847768192528
Skewness + Mean + Median + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,-0.24616179693537166,0.3088225349451709,,7,0.07652372058042067,0.9157159745505072
Skewness + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return,-0.14362533265803104,0.3090715183852901,,6,0.06819733156817387,0.9239723939071889
Skewness + Mean + Median + Fear and Greed Index + VIX + T-2 Return + T-3 Return + T-4 Return,-0.24592115992037666,0.31139967127663043,,8,0.07690089488963714,0.9153419697733011
Skewness + Mean + Median + Fear and Greed Index + T-3 Return,-0.24358538258981424,0.3117851243225476,,5,0.06327515728010602,0.9288532053861133
Skewness + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-2 Return,-0.1439474726798838,0.3126224620149206,,7,0.06849892360659371,0.9236733362556465
Skewness + Mean + Std + Fear and Greed Index + T-1 Return + T-3 Return,-0.14025896390255763,0.31321984308571826,,6,0.06779141529335952,0.9243748991208703
Skewness + Mean + Median + Fear and Greed Index + VIX + T-3 Return,-0.24344675116083905,0.31404481529001305,,6,0.06395843823798619,0.9281756662850221
Skewness + Mean + Std + Median + Fear and Greed Index + VIX + T-2 Return + T-3 Return,-0.2533372677463425,0.31878052379078,,8,0.06470021948452698,0.9274401184943345
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + VIX + T-2 Return + T-3 Return,-0.25183650707655497,0.31992498172418354,,9,0.0798840723794435,0.9123838610018964
Skewness + Mean + Median + Fear and Greed Index + T-3 Return + T-4 Return,-0.2390627750198417,0.32000469930802766,,6,0.07498540903504436,0.9172413591081071
Skewness + Mean + Std + Median + Fear and Greed Index + VIX + T-3 Return,-0.2509894631436849,0.3209582581115003,,7,0.06405596658211699,0.9280789575068084
Skewness + Mean + Std + Fear and Greed Index + T-1 Return + T-2 Return,-0.1381338384881967,0.3214785038814459,,6,0.06811171723762632,0.9240572887895804
Skewness + Mean + Median + Fear and Greed Index + VIX + T-3 Return + T-4 Return,-0.23898933879898235,0.32221432561025143,,7,0.07544050820531012,0.9167900843006168
Skewness + Mean + Median + Fear and Greed Index + T-2 Return,-0.23616927084936512,0.32249703577218536,,5,0.06302737313989737,0.9290989073066563
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + VIX + T-3 Return,-0.2489244182952553,0.3233022603505602,,8,0.07887650063388607,0.9133829657579953
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + T-2 Return + T-3 Return,-0.2473235725569656,0.3234779941992423,,8,0.0796651075086422,0.9126009858317665
Skewness + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.14380519842439515,0.32393959842963393,,8,0.07016514632191939,0.9220211154118783
Skewness + Mean + Median + Fear and Greed Index + VIX + T-2 Return,-0.23634791050806256,0.32411332713868624,,6,0.0637316292207234,0.9284005693441566
Skewness + Mean + Median + Fear and Greed Index,-0.2334390395716769,0.32557221373033185,,4,0.0625170635718294,0.9296049285590263
Skewness + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.13924223693530813,0.3268197148609031,,7,0.06996934815652467,0.9222152682145384
Skewness + Mean + Median + Fear and Greed Index + VIX,-0.23374280780452483,0.3268986032569232,,5,0.0632645248316337,0.9288637484862792
Skewness + Mean + Std + Median + Fear and Greed Index + T-2 Return + T-3 Return,-0.2455788117153203,0.3287337154862754,,7,0.06405339093785833,0.9280815115069977
Skewness + Mean + Std + Median + Fear and Greed Index + VIX,-0.24486452536960948,0.32883384837452645,,6,0.06345283764816423,0.9286770181303917
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + T-3 Return,-0.24327900512043055,0.3290328516604525,,7,0.07855568110554478,0.9137010893239136
Skewness + Mean + Std + Median + Fear and Greed Index + VIX + T-2 Return,-0.2457818355307571,0.3291696647880096,,7,0.06386975432961994,0.9282636049504609
Skewness + Mean + Std + Median + Fear and Greed Index + T-3 Return,-0.24221364895326664,0.33292425478912335,,6,0.06327904303948928,0.9288493522801704
Skewness + Fear and Greed Index + T-3 Return + T-4 Return,-0.10480299335110498,0.3356602126376558,,4,0.018058355046120966,0.9736900344920818
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + VIX + T-2 Return,-0.24148928566599245,0.3361509032388842,,8,0.07830049394510796,0.9139541320544308
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + VIX,-0.24041192476924647,0.3362038599508379,,7,0.07769044991159058,0.9145590496674983
Skewness + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.13810573174764296,0.3365671210386987,,8,0.0700518317924177,0.9221334777184432
Skewness + Fear and Greed Index + T-4 Return,-0.10395149494715672,0.33718240693061097,,3,0.01771189082890845,0.9740335872452841
Skewness + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.13787274528368074,0.33718823018152466,,7,0.08032794283994515,0.9119437205452643
Skewness + Std + Median + Fear and Greed Index + T-1 Return + T-4 Return,-0.1344389185132803,0.33768728169415907,,6,0.08020451646024107,0.9120661097285006
Skewness + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,-0.10471352569947948,0.3382520707256894,,5,0.018086611784259743,0.9736620152055239
Skewness + Mean + Median + Fear and Greed Index + T-2 Return + T-4 Return,-0.22816342102581094,0.33853011908094877,,6,0.07436476935906555,0.9178567833246241
Skewness + Fear and Greed Index + T-2 Return + T-4 Return,-0.10389691622768003,0.33965326673282614,,4,0.017717105140861,0.974028416751079
Skewness + Mean + Std + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.13377787159008098,0.3397577910423042,,7,0.06986152000884027,0.9223221902433347
Skewness + Mean + Median + Fear and Greed Index + VIX + T-2 Return + T-4 Return,-0.22838216224359587,0.34012168692555667,,7,0.07485149867385232,0.9173741441721465
Skewness + Mean + Std + Median + Fear and Greed Index + T-2 Return,-0.23596559221197433,0.343102247167841,,6,0.06302745141611621,0.929098829688221
Skewness + Mean + Median + Fear and Greed Index + T-4 Return,-0.22457181702984713,0.3438020158284223,,5,0.07337387778692572,0.9188393480768299
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + T-2 Return,-0.23472365667479403,0.3439694183578327,,7,0.07790443214531695,0.9143468656038035
Skewness + Mean + Std + Median + Fear and Greed Index,-0.2344023486856454,0.34411587468253324,,5,0.0625187827090593,0.9296032238683279
Skewness + Mean + Median + Fear and Greed Index + VIX + T-4 Return,-0.22490819239835533,0.34510322600707444,,6,0.07391653789195829,0.9183012481407471
Skewness + Fear and Greed Index,-0.10219504163161751,0.34547891640623507,,2,0.008437865545334322,0.9832296795432822
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index,-0.23291356942994884,0.34553980804244055,,6,0.07721568037036419,0.9150298295487145
Skewness + Fear and Greed Index + T-3 Return,-0.10249273901814078,0.3464961437452567,,3,0.008485312651956511,0.9831826311518413
Skewness + Fear and Greed Index + T-2 Return,-0.10233549618228457,0.3470213816445118,,3,0.008468673925202896,0.9831991300573618
Skewness + Fear and Greed Index + T-2 Return + T-3 Return,-0.10258039514788417,0.3482595426646403,,4,0.008506314741609122,0.983161805550337
Skewness + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.13259161411184683,0.3489675007367897,,7,0.08027756418227672,0.9119936758528684
Skewness + Mean + Std + Fear and Greed Index + T-1 Return + T-4 Return,-0.1293544154889131,0.3497462947047939,,6,0.08015814843089764,0.9121120881105383
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,-0.2334875687163143,0.35043366552608224,,9,0.0926847368130933,0.8996907651769328
Skewness + Std + Kurtosis + T-1 Return + T-3 Return + T-4 Return,0.14048793749187757,0.35105501323699995,,6,0.04088203281078251,0.9510581523388878
Skewness + Mean + Std + Median + Fear and Greed Index + VIX + T-2 Return + T-3 Return + T-4 Return,-0.23551160558236564,0.3537014864461361,,9,0.0770867847096186,0.915157642052647
Skewness + Std + Kurtosis + T-1 Return + T-4 Return,0.13634569307980607,0.35399241641450785,,5,0.04071058801119409,0.9512281564258748
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + VIX + T-2 Return + T-3 Return + T-4 Return,-0.23369251758484896,0.35556745109208077,,10,0.09268514059570221,0.899690364787455
Skewness + Mean + Std + Median + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,-0.23179955474737154,0.3558199483433975,,8,0.07695428532913073,0.9152890279929627
Skewness + Mean + Std + Median + Fear and Greed Index + VIX + T-3 Return + T-4 Return,-0.23270081627785033,0.35749986493173436,,8,0.07550524920374824,0.9167258873441823
Skewness + Fear and Greed Index + VIX + T-3 Return + T-4 Return,-0.10113342062650521,0.3575367965733057,,5,0.01889138653882494,0.9728640032640223
Skewness + Std + Median + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.1293401688987758,0.358646882293189,,7,0.082968812017027,0.9093250435461413
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + T-3 Return + T-4 Return,-0.2285321473680593,0.35872279906812965,,8,0.0905004809482145,0.9018566659505102
Skewness + Fear and Greed Index + VIX + T-4 Return,-0.10023857725580351,0.35925670610039706,,4,0.018601653089534542,0.9731513019784446
Skewness + Fear and Greed Index + VIX + T-2 Return + T-3 Return + T-4 Return,-0.10109065386660526,0.3599012418852303,,6,0.018907010799318336,0.9728485102998357
Skewness + Mean + Std + Kurtosis + Median + Fear and Greed Index + VIX + T-3 Return + T-4 Return,-0.23045514060579955,0.3604340574852962,,9,0.0905339774575179,0.9018234509244781
Skewness + Fear and Greed Index + VIX + T-2 Return + T-4 Return,-0.10021654806044035,0.36155069838492393,,5,0.018602972709193644,0.9731499934480264
Skewness + Mean + Std + Median + Fear and Greed Index + T-3 Return + T-4 Return,-0.2274487835725692,0.362787564058332,,7,0.07525480135707852,0.9169742305870986
Skewness + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return + T-4 Return,-0.13057686235553537,0.36669480924000386,,8,0.0829832167493385,0.9093107598620004
Skewness + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.12701803613496843,0.3683070721268945,,7,0.08302260640116688,0.9092717012156496
Skewness + Fear and Greed Index + VIX,-0.09809483269662997,0.3695937728623736,,3,0.009535269561903204,0.9821414974092052
Skewness + Mean + Kurtosis + T-1 Return + T-4 Return,0.13052393514263483,0.36963516591721557,,5,0.04866766615521634,0.9433379444847435
Skewness + Std + Kurtosis + T-1 Return + T-2 Return + T-3 Return + T-4 Return,0.14049599348139027,0.36965645193447505,,7,0.04088203315736261,0.9510581519952203
Skewness + Fear and Greed Index + VIX + T-3 Return,-0.09835431761106064,0.3708488251439801,,4,0.009562834495259742,0.9821141641139441
Skewness + Fear and Greed Index + VIX + T-2 Return,-0.0982357160310166,0.3710734473814704,,4,0.009580403655675251,0.9820967425935322
Skewness + Mean + Std + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.12431077352379179,0.3711822656748346,,7,0.08289961118930034,0.9093936628543072
Skewness + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.09795455730651915,0.37198819284209117,,5,0.021229381984518625,0.9705456548388807
Skewness + Std + Kurtosis + T-1 Return + T-2 Return + T-4 Return,0.13586098070858982,0.3725880770288371,,6,0.040712047739464685,0.9512267089642282
Skewness + Fear and Greed Index + VIX + T-2 Return + T-3 Return,-0.09843663286405008,0.3725901076259852,,5,0.009598826374804248,0.9820784746871689
Skewness + Mean + Std + Median + Fear and Greed Index + VIX + T-4 Return,-0.22385933359771598,0.37267001548818135,,7,0.07391812837590817,0.9182996710222087
Skewness + Mean + Std + Median + Fear and Greed Index + VIX + T-2 Return + T-4 Return,-0.22461137486630675,0.373018671743087,,8,0.07487242830637031,0.9173533904188933
Skewness + Fear and Greed Index + T-1 Return + T-4 Return,-0.09717088324108772,0.37368231666494056,,4,0.020603010116553522,0.9711667630777032
